產品名稱,公司,產品類別,銷售通路,公司官網,產品頁面
健康優鮮鱸魚精,安永生活事業股份有限公司,其他,['ANYOFRESH線上購物'],,https://eatender.firdi.org.tw/product/detail?id=11037
鮮選我-鰹魚塩麴風味料,臺鹽實業股份有限公司,其他,,,https://eatender.firdi.org.tw/product/detail?id=11040
喜琵鷥滴雞精,駱駝鈴生機股份有限公司,湯品,['健康食彩天然有機健康專賣'],,https://eatender.firdi.org.tw/product/detail?id=11032
晨露滴雞精,元進莊企業股份有限公司,其他,"['台中新光三越-中港店B2元進莊', '元進莊-晨露滴雞精', '樂天', '蝦皮']",https://www.yjcfood.com/products/chenlu10,https://eatender.firdi.org.tw/product/detail?id=11722
精燉鱸魚高湯,峰漁股份有限公司,湯品,,,https://eatender.firdi.org.tw/product/detail?id=10989
石斑鮮燉湯,瀚頂生物科技股份有限公司,湯品,,,https://eatender.firdi.org.tw/product/detail?id=10990
孝敬銀髮族黃金歲月,主惠實業股份有限公司,其他,"['源順芝麻觀光油廠門市', '源順芝麻觀光油廠官網']",,https://eatender.firdi.org.tw/product/detail?id=11737
鮮盒子佛跳牆,鴻展食品生技股份有限公司,湯品,,,https://eatender.firdi.org.tw/product/detail?id=10988
桂核晶明雙蓮煲,安永生活事業股份有限公司,湯品,['ANYOFRESH線上購物'],https://www.anyongfresh.com/,https://eatender.firdi.org.tw/product/detail?id=11696
桂冠營養健康研究室美味健力湯禮盒,世達流通有限公司,湯品,"['桂冠營養研究室', '蝦皮', 'momo購物網']",,https://eatender.firdi.org.tw/product/detail?id=11635
四神排骨湯,得意中華食品有限公司,湯品,"['得意中華門市', '東森購物']",http://www.de-food.com.tw/defood.asp,https://eatender.firdi.org.tw/product/detail?id=11629
斑鱻貝比湯,斑鱻魚場股份有限公司,湯品,,www.banxianfish.com,https://eatender.firdi.org.tw/product/detail?id=11634
紅藜馬告山藥雞湯,得意中華食品有限公司,湯品,"['得意中華門市', '東森購物']",http://www.de-food.com.tw/defood.asp,https://eatender.firdi.org.tw/product/detail?id=11630
麻香油封燜鴨腿,齊力國際行銷股份有限公司,湯品,['樂食刻'],https://www.frozenfoods.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11611
黑蒜雞腿煲,齊力國際行銷股份有限公司,湯品,['樂食刻'],https://www.frozenfoods.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11632
原味鮮土雞高湯,凱馨實業股份有限公司,湯品,['聖德科斯'],,https://eatender.firdi.org.tw/product/detail?id=11631
頂級紅鑽茶葉蛋,金嘉隆企業股份有限公司,點心,"['pinkoi', '優馬選品', 'MONO', 'PChome']",https://www.sheriffteaegg.com/,https://eatender.firdi.org.tw/product/detail?id=11689
辣味茶葉蛋,金嘉隆企業股份有限公司,點心,"['pinkoi', '優馬選品', 'PChome', 'MOMO']",https://www.sheriffteaegg.com/,https://eatender.firdi.org.tw/product/detail?id=11690
清燉牛肉湯,齊力國際行銷股份有限公司,湯品,['樂食刻'],https://www.frozenfoods.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11633
好富食堂日式柴魚雞肉鬆,洽富實業股份有限公司,配菜,['福壽好市集'],www.holkee.com/shop/charmingfood/products/10998,https://eatender.firdi.org.tw/product/detail?id=11619
陽光豬Q彈貢丸,品冠現代畜產股份有限公司,配菜,"['ＭＯＭＯ', '愛合購']",https://www.sunny-porkhouse.com/,https://eatender.firdi.org.tw/product/detail?id=11623
安永─古早味滷肉燥,安永生活事業股份有限公司,配菜,['ANYOFRESH線上購物'],https://www.anyongfresh.com/,https://eatender.firdi.org.tw/product/detail?id=11621
尊享肉鬆,唯豐商業有限公司,配菜,['唯豐肉鬆官網'],https://www.wayfong.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11616
黑豆海苔米香鬆,統百食品股份有限公司,配菜,"['統百食品-pchome商店街', '統百食品-樂天商成']",http://tongbae.com.tw,https://eatender.firdi.org.tw/product/detail?id=11628
滑蛋,祥旺食品工業股份有限公司,配菜,,,https://eatender.firdi.org.tw/product/detail?id=11626
豆腐香腸,黑橋牌企業股份有限公司,配菜,"['黑橋牌蝦皮', '黑橋牌食品yahoog購物', '黑橋牌食品yahoo商城']",https://www.blackbridge.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11624
葡萄籽油減鈉肉酥,黑橋牌企業股份有限公司,配菜,"['黑橋牌食品yahoo商城', '黑橋牌食品yahoo購物', '黑橋牌蝦皮']",https://www.blackbridge.com.tw/thing/188,https://eatender.firdi.org.tw/product/detail?id=11618
質白蛋,福記冷凍食品股份有限公司,點心,"['窩廚房', '全聯', 'OK便利商店、萊爾富']",https://www.fuche.com.tw/goods.php?act=view&no=188,https://eatender.firdi.org.tw/product/detail?id=11691
新東陽火腿絲,新東陽股份有限公司大園廠,配菜,['新東陽股份有限公司'],www.hty.com.tw,https://eatender.firdi.org.tw/product/detail?id=11625
無顆粒-益生菌飽飽粥-紫米甜瓜,佳質食品研發有限公司,點心,['PCHOME'],http://www.value-foods.com.tw/que_grain/,https://eatender.firdi.org.tw/product/detail?id=11678
奶皇包,奇美食品股份有限公司,點心,['全聯'],www.chimeifood.com.tw,https://eatender.firdi.org.tw/product/detail?id=11688
泰山十穀寶,泰山企業股份有限公司,點心,"['momo購物網', '泰山購物網', 'Yahoo購物中心', 'PChome24hr購物', '家樂福線上購物']",http://www.taisun.com.tw/product/%e6%b3%b0%e5%b1%b1%e5%8d%81%e7%a9%80%e5%af%b6/,https://eatender.firdi.org.tw/product/detail?id=11693
仙草涼露,員林食品有限公司,點心,['PINKOI'],,https://eatender.firdi.org.tw/product/detail?id=11695
馬拉糕,奇美食品股份有限公司,點心,['大潤發'],www.chimeifood.com.tw,https://eatender.firdi.org.tw/product/detail?id=11683
乳酪德式小香腸,黑橋牌企業股份有限公司,點心,"['黑橋牌直營門市專櫃', '全家']",全家,https://eatender.firdi.org.tw/product/detail?id=11692
統一蛋糕屋典藏蜂蜜蛋糕,統一企業股份有限公司,點心,['統一超商、OK、萊爾富'],https://www.pecos.com.tw/brands-統一蛋糕屋.html,https://eatender.firdi.org.tw/product/detail?id=11684
原味本舖八寶粥,統一企業股份有限公司,點心,['統一速邁自動販賣機'],https://www.pecos.com.tw/brands-原味本舖　.html,https://eatender.firdi.org.tw/product/detail?id=11694
冰糖雪梨百合銀耳羹,鮮湧企業股份有限公司,點心,,https://reurl.cc/yZEEY6,https://eatender.firdi.org.tw/product/detail?id=11697
營養滿點碗粿,齊力國際行銷股份有限公司,點心,['樂食刻'],https://www.frozenfoods.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11685
紅藜燕麥麻油雞粥,今口香調理食品股份有限公司,點心,,,https://eatender.firdi.org.tw/product/detail?id=9824
泰山八寶粥,泰山企業股份有限公司,點心,"['泰山購物網', 'momo購物網', 'Yahoo購物中心', 'PChome24hr購物', '家樂福線上購物']",,https://eatender.firdi.org.tw/product/detail?id=9415
美式豆沙磚,鼎正有限公司,飲品,,,https://eatender.firdi.org.tw/product/detail?id=11005
里仁健補芝養素,鈺統食品股份有限公司,飲品,,,https://eatender.firdi.org.tw/product/detail?id=10997
健康行事曆有機高纖高鈣彩虹真穀粉,生展生物科技股份有限公司,飲品,"['攏來購longlifego', '消費高手一起購', '松果購物', 'momo購物網', '神腦生活購物', 'PChome', '神腦線上購物', 'PChome']",,https://eatender.firdi.org.tw/product/detail?id=11652
紅藜玉露六入禮盒組,欣欣生技食品股份有限公司,飲品,"['PayEasy全國最大企業福利網', '松果購物', '陽信銀行賣場', 'PCHOME個人賣場', 'PCHOME商店街', '樂天超市', '郵政商城', '蝦皮賣場', '露天拍賣', 'Yahoo奇摩拍賣']",https://www.hsinfood.com.tw/ec99/rwd1395/category.asp?category_id=60,https://eatender.firdi.org.tw/product/detail?id=11658
歐典生機藜麥黑木耳,歐典生物科技股份有限公司,飲品,,,https://eatender.firdi.org.tw/product/detail?id=11003
健康經典磚(小日記),鼎正有限公司,飲品,,,https://eatender.firdi.org.tw/product/detail?id=11006
紅藜木鱉果六入禮盒組,欣欣生技食品股份有限公司,飲品,"['PayEasy全國最大企業福利網', '松果購物', '陽信銀行賣場\t', 'PCHOME個人賣場', '樂天超市', '蝦皮賣場', 'PCHOME商店街', '郵政商城', '露天拍賣', 'Yahoo奇摩拍賣']",https://www.hsinfood.com.tw/ec99/rwd1395/category.asp?category_id=60,https://eatender.firdi.org.tw/product/detail?id=11659
海礦雪耳博士茶口味,宣美國際股份有限公司,飲品,"['誠品', '香港triplem', '美安', 'superbuy', '家樂福']",wellness168.com,https://eatender.firdi.org.tw/product/detail?id=11662
五谷登科(堅果),食科院國際股份有限公司,飲品,['谷溜谷溜官網'],www.guliuguliu.com.tw,https://eatender.firdi.org.tw/product/detail?id=11651
天然果罐子有機冰糖雪耳,長松食品有限公司,飲品,,,https://eatender.firdi.org.tw/product/detail?id=11660
龍斑鮮涮魚片,瀚頂生物科技股份有限公司,RTC食材,,,https://eatender.firdi.org.tw/product/detail?id=11029
海礦雪耳,宣美國際股份有限公司,飲品,"['superbuy', '誠品', '家樂福', '百利市']",www.wellness166.com,https://eatender.firdi.org.tw/product/detail?id=11661
黑米芝麻黑豆堅果飲,佳質食品研發有限公司,飲品,['PCHOME'],,https://eatender.firdi.org.tw/product/detail?id=11653
迷迭香醃漬雞柳,洽富實業股份有限公司,RTC食材,['福壽好市集'],www.holkee.com/charming-food,https://eatender.firdi.org.tw/product/detail?id=11713
鮮粥料理組(CAS鮮凍─鮮蚵＊1＋CAS鮮凍─生凍吻仔魚＊1),安永生活事業股份有限公司,RTC食材,,https://www.anyongfresh.com/,https://eatender.firdi.org.tw/product/detail?id=11716
經典蒜香醃漬雞柳,洽富實業股份有限公司,RTC食材,['福壽好市集'],www.holkee.com/charming-food,https://eatender.firdi.org.tw/product/detail?id=11714
SPF生命活蛋,晁陽農產科技股份有限公司,RTC食材,['GM_FACELANDING'],,https://eatender.firdi.org.tw/product/detail?id=11709
桂丁土雞胸肉切片,凱馨實業股份有限公司,RTC食材,['全聯福利中心'],,https://eatender.firdi.org.tw/product/detail?id=11710
綠野農莊去骨腿肉,超秦企業股份有限公司,RTC食材,"['蝦皮', 'PCHOME商店街', 'momo購物']",http://www.green-grange.com/index.php,https://eatender.firdi.org.tw/product/detail?id=11711
綠野農莊清肉切片,超秦企業股份有限公司,RTC食材,"['蝦皮購物', 'PCHOME商店街', 'MOMO購物']",http://www.green-grange.com/index.php,https://eatender.firdi.org.tw/product/detail?id=11712
生凍吻仔魚,安永生活事業股份有限公司,RTC,['ANYOFRESH線上購物'],,https://eatender.firdi.org.tw/product/detail?id=9418
珍鱺半月切,天和鮮物股份有限公司,RTC,,,https://eatender.firdi.org.tw/product/detail?id=9421
淳鮮-龍虎斑無骨法式魚排,瀚頂生物科技股份有限公司,RTC食材,,,https://eatender.firdi.org.tw/product/detail?id=9827
石斑魚肉,斑鱻魚場股份有限公司,RTC食材,['台灣好農'],,https://eatender.firdi.org.tw/product/detail?id=11715
全食物綜合麵條,格林全食物股份有限公司,主食,['普悅麗食品(民生門市)'],https://www.facebook.com/Green.TFL/,https://eatender.firdi.org.tw/product/detail?id=11601
元氣紫米糕,齊力國際行銷股份有限公司,主食,['樂食刻'],https://www.frozenfoods.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11682
獨饗冷藏黃金煎餃,統一企業股份有限公司,主食,['7-ELEVEN'],https://www.uni-president.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11599
日式鮭魚蕈菇炊飯,鮮湧企業股份有限公司,主食,['珍好食官網'],https://reurl.cc/xZG1ob,https://eatender.firdi.org.tw/product/detail?id=11596
蔥油鹽麴豬肉炊飯,鮮湧企業股份有限公司,主食,"['蝦皮', '珍好食官網']",https://reurl.cc/ar58V7,https://eatender.firdi.org.tw/product/detail?id=11595
芋頭鹹粥,福記冷凍食品股份有限公司,主食,,,https://eatender.firdi.org.tw/product/detail?id=11598
魩魚卵黃粥,鮮湧企業股份有限公司,主食,"['珍好食官網', '蝦皮']",https://reurl.cc/R4b9le,https://eatender.firdi.org.tw/product/detail?id=11597
海鱸魚魚排粥,天和鮮物股份有限公司,主食,,,https://eatender.firdi.org.tw/product/detail?id=9795
膳纖熟飯健康雙麥飯,南僑化學工業股份有限公司,主食,,,https://eatender.firdi.org.tw/product/detail?id=9426
膳纖熟飯(健康多穀飯),南僑化學工業股份有限公司,主食,,,https://eatender.firdi.org.tw/product/detail?id=9372
美味熟飯,南僑集團華強實業股份有限公司,主食,,,https://eatender.firdi.org.tw/product/detail?id=10485
黃金鯧魚排米粉,天和鮮物股份有限公司,主食,,,https://eatender.firdi.org.tw/product/detail?id=9818
新生活鮮羊乳,速易達國際開發有限公司,乳品,"['左營農會', '福華飯店HOMI超市', '頂好、家樂福、楓康、JASONS、高雄大樂、旺來昌、814、愛國、東齊']",www.newlife6118758.com,https://eatender.firdi.org.tw/product/detail?id=11645
光泉保久乳-成分無調整,光泉牧場股份有限公司,乳品,"['頂好', '全聯', '愛買', '大潤發', '家樂福']",,https://eatender.firdi.org.tw/product/detail?id=13206
黑芝麻牛乳,光泉牧場股份有限公司,乳品,"['PCHOME', '全聯', '愛買', '大潤發', '家樂福']",,https://eatender.firdi.org.tw/product/detail?id=13208
珍榖堅果牛乳,光泉牧場股份有限公司,乳品,"['PCHOME', '全聯', '愛買', '大潤發', '家樂福']",,https://eatender.firdi.org.tw/product/detail?id=13207
萬丹鮮奶紫心芋頭飲,味全食品工業股份有限公司,乳品,"['美廉社', '愛買', '大潤發', '家樂福', '全聯福利中心']",,https://eatender.firdi.org.tw/product/detail?id=13205
乳香世家高品質純鮮乳,光泉牧場股份有限公司,乳品,"['萊爾富', '全聯', '愛買', '大潤發', '家樂福']",,https://eatender.firdi.org.tw/product/detail?id=13203
鮮羊乳,豐新鮮實業股份有限公司,乳品,"['各地區經銷商配送', '豐新鮮官網']",,https://eatender.firdi.org.tw/product/detail?id=13204
飛牛乳清優格(紅龍果蜜桃),英茗德食品工業股份有限公司,乳品,"['飛牛牧場園區/牧場工坊、花坊、牛奶屋', 'Yahoo!超級商城/牛奶生活館/飛牛牧場', '微風廣場/飛牛牧場攤位']",,https://eatender.firdi.org.tw/product/detail?id=13200
雪比經典優格,隆昌食品有限公司,乳品,"['聖德科斯', '里仁']",,https://eatender.firdi.org.tw/product/detail?id=13202
飛牛乳清優格(百香芒果),英茗德食品工業股份有限公司,乳品,"['飛牛牧場園區/牧場工坊、花坊、牛奶屋', 'Yahoo!超級商城/牛奶生活館/飛牛牧場', '微風廣場/飛牛牧場攤位']",,https://eatender.firdi.org.tw/product/detail?id=13201
飛牛乳清優格(鳳梨),英茗德食品工業股份有限公司,乳品,"['飛牛牧場園區/牧場工坊、花坊、牛奶屋', 'Yahoo!超級商城/牛奶生活館/飛牛牧場', '微風廣場/飛牛牧場攤位']",,https://eatender.firdi.org.tw/product/detail?id=13199
飛牛乳清優格(無糖),英茗德食品工業股份有限公司,乳品,"['Yahoo!超級商城/牛奶生活館/飛牛牧場', '飛牛牧場園區/牧場工坊、花坊、牛奶屋', '微風廣場/飛牛牧場攤位']",,https://eatender.firdi.org.tw/product/detail?id=13198
蒸沙拉豆,聯夏食品工業股份有限公司,休閒食品,['聯夏食品官網、安永鮮物、健康食彩、統一生機、楓康超市'],聯夏食品,https://eatender.firdi.org.tw/product/detail?id=11706
蒸黑豆,聯夏食品工業股份有限公司,休閒食品,['聯夏食品官網、安永鮮物、健康食彩、統一生機、楓康超市'],聯夏食品,https://eatender.firdi.org.tw/product/detail?id=11705
好農葉酸蛋鮮蛋捲,御食股份有限公司,休閒食品,"['台灣好農超值市集(民生店)', '台灣好農']",,https://eatender.firdi.org.tw/product/detail?id=13265
吃果籽常溫鮮芒果布丁,豐喜食品股份有限公司,休閒食品,"['豐喜食品股份有限公司', '塔吉特門市櫃店位']",,https://eatender.firdi.org.tw/product/detail?id=13266
蒸大豆,聯夏食品工業股份有限公司,休閒食品,['聯夏食品官網、里仁、安永鮮物、健康食彩、統一生機、楓康超市'],聯夏食品,https://eatender.firdi.org.tw/product/detail?id=11707
萊斯飯店-有機糙米餅,瑞士達實業股份有限公司,休閒食品,['豆之味商城'],,https://eatender.firdi.org.tw/product/detail?id=13264
杏仁玄米餅,餐御宴食品有限公司,休閒食品,"['樂天市場', '博客來', 'momo購物網', '天天里仁', '里仁']",,https://eatender.firdi.org.tw/product/detail?id=13674
台灣紅藜熟脆片,得樂社會企業有限公司,休閒食品,['南投休息站原住民觀光地區'],http://taiwanquinoafamily.com/,https://eatender.firdi.org.tw/product/detail?id=13741
米大師生機糙米餅,米大師美食國際有限公司,休閒食品,"['博客來', 'momo購物網', '蝦皮商城', 'PCHOME購物網', '寶雅（已提報上架，將於５月上市）']",https://www.mastermi.tw/products_detail/234/1.htm,https://eatender.firdi.org.tw/product/detail?id=13711
米蛋白能量餅-臺灣花生口味,統百食品股份有限公司,休閒食品,"['FB粉專', '阿久師官網', '訂購專線：05-2755002', '丁丁藥局、寶雅']",https://www.master-jiu.com/,https://eatender.firdi.org.tw/product/detail?id=13772
黑橋牌燒肉風味黑豬厚燒條子肉乾,黑橋牌企業股份有限公司,休閒食品,"['蝦皮', 'yahoo購物商城', 'yahoo購物中心']",https://www.blackbridge.com.tw/product/1126,https://eatender.firdi.org.tw/product/detail?id=13768
臺灣米夾心餅-鮮採海苔口味,統百食品股份有限公司,休閒食品,"['樂天商城', 'PChome商店街', 'FB粉專', '阿久師官網', '訂購專線：05-2755002', '寶雅、丁丁藥局']",https://www.master-jiu.com/,https://eatender.firdi.org.tw/product/detail?id=13773
有機鳳梨豆鼓,味榮食品工業股份有限公司,調味品,"['momo購物網', 'pchome商店街', '蝦皮商城', 'pchome24小時', 'www.weijung.com', '聖德科斯、里仁']",www.sauceco.com.tw,https://eatender.firdi.org.tw/product/detail?id=13765
國產紅麴味噌,味榮食品工業股份有限公司,調味品,"['蝦皮購物', 'www.weijung.com']",www.sauceco.com.tw,https://eatender.firdi.org.tw/product/detail?id=13769
2021社會企業|老梅醬,友聚生機實業股份有限公司,調味品,"['愛飯團', 'Pinkoi', '健康食彩']",https://www.2021.com.tw/SalePage/Index/6341368,https://eatender.firdi.org.tw/product/detail?id=13792
紅麴薑泥拌醬,味榮食品工業股份有限公司,調味品,"['蝦皮購物', 'PCHOME24小時', '樂天市場購物網', 'MOMO購物網', 'www.weijung.com']",www.sauceco.com.tw,https://eatender.firdi.org.tw/product/detail?id=13767
玫瑰蜂蜜醋,味榮食品工業股份有限公司,調味品,['味榮柑仔店'],www.sauceco.com.tw,https://eatender.firdi.org.tw/product/detail?id=13770
清香麻油雞胸肉,台灣農畜產工業股份有限公司農科分公司,主菜,"['Urmark', 'momo', '熊媽媽買菜網', '樂天市場購物網', '松果購物']",,https://eatender.firdi.org.tw/product/detail?id=11607
三機杏仁壯,鈺統食品股份有限公司,調味品,,https://shop.sungift.tw/products/%E6%9D%8F%E4%BB%81%E5%A3%AF,https://eatender.firdi.org.tw/product/detail?id=13813
舒肥嫩雞胸(油蔥),欣光食品股份有限公司,主菜,"['蝦皮', '松果']",http://www.chinabest.com.tw/product.php?pid_for_show=3311&category_sn=564,https://eatender.firdi.org.tw/product/detail?id=11608
法式舒肥嫩雞胸,欣光食品股份有限公司,主菜,['全家便利商店'],,https://eatender.firdi.org.tw/product/detail?id=11610
外婆的紅燒肉,品冠現代畜產股份有限公司,主菜,"['愛合購', '官方網站', 'ＭＯＭＯ']",https://www.sunny-porkhouse.com/,https://eatender.firdi.org.tw/product/detail?id=11604
舒肥嫩雞胸(椒麻),欣光食品股份有限公司,主菜,"['蝦皮', '松果']",https://reurl.cc/YlZVpX,https://eatender.firdi.org.tw/product/detail?id=11609
陽光豬銀幼調理細豬柳,品冠現代畜產股份有限公司,主菜,['自營門市'],https://www.sunny-porkhouse.com/,https://eatender.firdi.org.tw/product/detail?id=11605
飯友秘製麻辣鍋底(附鴨血),頂裕食品股份有限公司,主菜,"['愛買、大潤發、蝦皮商店、momo、官網', '愛買、大潤發、蝦皮商店、momo']",https://www.hanyugroup.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11614
蒲燒虱目魚,得意中華食品有限公司,主菜,"['得意中華門市', '新東陽門市']",http://www.de-food.com.tw/defood.asp,https://eatender.firdi.org.tw/product/detail?id=11613
紅燒獅子頭,台灣農畜產工業股份有限公司,主菜,,,https://eatender.firdi.org.tw/product/detail?id=11263
新東陽無骨豬腳,新東陽股份有限公司大園廠,主菜,['新東陽食品館及專櫃'],https://shopping.hty.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11603
蒲燒台灣鯛魚腹,佳辰實業股份有限公司,RTC食材,,,https://eatender.firdi.org.tw/product/detail?id=10498
龍膽石斑魚高湯,天和鮮物股份有限公司,湯品,,,https://eatender.firdi.org.tw/product/detail?id=11267
菌沛尖吻鱸魚排,峰漁股份有限公司,主菜,,,https://eatender.firdi.org.tw/product/detail?id=9822
天麻枸杞鱸魚湯,安永生活事業股份有限公司,湯品,['ANYOFRESH線上購物'],,https://eatender.firdi.org.tw/product/detail?id=11266
龍膽石斑魚高湯,安永生活事業股份有限公司,湯品,"['安永鮮物門市', '安永鮮物電子']",,https://eatender.firdi.org.tw/product/detail?id=13197
桂冠營養研究室牛肝菌鷹嘴豆濃湯,世達流通有限公司,湯品,"['康健嚴選', '微風超市', '誠品知味市集', '新光三越百貨超市', 'SHOP．COM']",,https://eatender.firdi.org.tw/product/detail?id=13194
龍虎斑魚湯,天和鮮物股份有限公司,湯品,,,https://eatender.firdi.org.tw/product/detail?id=9819
味王南瓜濃湯,味王股份有限公司,湯品,"['PChome24h購物', '蝦皮商城', '寶家POYAHOME', '愛買', '家樂福']",,https://eatender.firdi.org.tw/product/detail?id=13196
醇濃毛豆洋芋巧達,漢典有限公司,湯品,"['中化銀髮好物嚴選', '樂食刻']",,https://eatender.firdi.org.tw/product/detail?id=13195
桂冠營養研究室腐竹鮮菇雞湯,世達流通有限公司,湯品,"['誠品知味市集', 'SHOP．COM', '康健嚴選', '新光三越百貨超市', '微風超市']",,https://eatender.firdi.org.tw/product/detail?id=13192
枸杞香菇雞湯,欣光食品股份有限公司,湯品,['自有官網'],,https://eatender.firdi.org.tw/product/detail?id=13191
桂冠營養研究室奶香枝豆濃湯,世達流通有限公司,湯品,"['SHOP．COM', '微風超市', '新光三越百貨超市', '誠品知味市集', '康健嚴選']",,https://eatender.firdi.org.tw/product/detail?id=13193
元進莊黑蒜烏骨雞,元進莊企業股份有限公司,湯品,"['大潤發', '愛買', '楓康', '台中新光三越-中港店B2元進莊']",,https://eatender.firdi.org.tw/product/detail?id=13189
元進莊黃金蟲草烏骨雞,元進莊企業股份有限公司,湯品,"['愛買', '大潤發', '楓康', '台中新光三越-中港店B2元進莊']",,https://eatender.firdi.org.tw/product/detail?id=13190
豬肉鬆,廣達香食品股份有限公司,配菜,"['自由聯盟', '愛買', '松果購物', 'PCHOME商店街', '東森購物', '奇摩商城', 'MOMO購物']",https://www.kthfoods.com/,https://eatender.firdi.org.tw/product/detail?id=11617
大成鮮純雞肉鬆,大成長城股份有限公司,配菜,,,https://eatender.firdi.org.tw/product/detail?id=10984
東港櫻花蝦,佳辰實業股份有限公司,配菜,,,https://eatender.firdi.org.tw/product/detail?id=10499
麻油猴頭菇,鮮湧企業股份有限公司,配菜,,https://reurl.cc/WLdXe5,https://eatender.firdi.org.tw/product/detail?id=11627
葡萄籽油原味肉酥,台灣農畜產工業股份有限公司,配菜,,,https://eatender.firdi.org.tw/product/detail?id=11264
新東陽養生肉鬆,新東陽股份有限公司(大園廠),配菜,,,https://eatender.firdi.org.tw/product/detail?id=11265
新東陽純雞肉鬆,新東陽股份有限公司(大園廠),配菜,,,https://eatender.firdi.org.tw/product/detail?id=9798
素獅子頭,鮮湧企業股份有限公司,配菜,['鮮湧官網'],,https://eatender.firdi.org.tw/product/detail?id=13187
三杯鮮菇天貝,鮮湧企業股份有限公司,配菜,['鮮湧官網'],,https://eatender.firdi.org.tw/product/detail?id=13185
青葉有機綜合菇,青葉食品工業股份有限公司,配菜,['有機商店'],,https://eatender.firdi.org.tw/product/detail?id=10510
有機冷凍鹽味毛豆,禎祥食品工業股份有限公司,配菜,"['MOMO', '蝦皮', '鮮拾pickup', '禎祥官網']",,https://eatender.firdi.org.tw/product/detail?id=13186
有機貝比生菜,玉美研究股份有限公司,其他,,,https://eatender.firdi.org.tw/product/detail?id=10492
好富食堂養生滴雞精,洽富實業股份有限公司,其他,['福壽好市集'],www.holkee.com/charming-food,https://eatender.firdi.org.tw/product/detail?id=11723
鱘寶symbolsturgeon鱘龍骨膠原凍,皇贊股份有限公司,其他,,www.kingtop1688.com,https://eatender.firdi.org.tw/product/detail?id=11736
孝敬銀髮族超級黃金歲月,主惠實業股份有限公司,其他,"['源順芝麻觀光油廠門市', '源順芝麻觀光油廠官網']",,https://eatender.firdi.org.tw/product/detail?id=11738
優補達人優鈣珍珠鰻魚精,宣美國際股份有限公司,其他,"['官網', '電電購', '紫金堂', 'momo', 'superbuy']",wellness168.com,https://eatender.firdi.org.tw/product/detail?id=11733
鱘寶symbolsturgeon純鱘萃SP1600,皇贊股份有限公司,其他,"['momo', '蝦皮', 'yahoo']",www.kingtop1688.com,https://eatender.firdi.org.tw/product/detail?id=11734
鱘寶symbolsturgeon鱘龍骨膠原凍,皇贊股份有限公司,其他,,www.kingtop1688.com,https://eatender.firdi.org.tw/product/detail?id=11735
SPF淨活滴雞精,晁陽農產科技股份有限公司,其他,['GM-FACELANDING'],,https://eatender.firdi.org.tw/product/detail?id=11724
100％細化南瓜,格林全食物股份有限公司,其他,,https://www.facebook.com/Green.TFL/,https://eatender.firdi.org.tw/product/detail?id=11741
洛神果漿,彩宸生活事業股份有限公司,其他,['全台直營門市專櫃(18家)'],https://www.matthewschoice.com/Shop/ProductList,https://eatender.firdi.org.tw/product/detail?id=11743
格林全食物100％細化鳳梨,格林全食物股份有限公司,其他,,https://www.facebook.com/Green.TFL/,https://eatender.firdi.org.tw/product/detail?id=11742
原味烏骨雞精,凱馨實業股份有限公司,其他,,http://shop.gugugoo.com/,https://eatender.firdi.org.tw/product/detail?id=11725
帝雞精(烏骨雞),凱馨實業股份有限公司,其他,['聖德科斯'],,https://eatender.firdi.org.tw/product/detail?id=11726
牛奶蒸果子,統一企業股份有限公司,點心,,,https://eatender.firdi.org.tw/product/detail?id=10504
頂級希臘式優酪,光泉牧場股份有限公司,點心,,,https://eatender.firdi.org.tw/product/detail?id=10489
青斑高麗菜粥,天和鮮物股份有限公司,點心,,,https://eatender.firdi.org.tw/product/detail?id=9802
紅藜燕麥麻油雞粥,今口香調理食品股份有限公司,點心,,,https://eatender.firdi.org.tw/product/detail?id=9824
及第小籠湯包,統一企業股份有限公司,點心,,,https://eatender.firdi.org.tw/product/detail?id=10503
香腸蘿蔔糕,黑橋牌企業股份有限公司,點心,,,https://eatender.firdi.org.tw/product/detail?id=10495
台灣紅豆湯,福記冷凍食品股份有限公司,點心,,,https://eatender.firdi.org.tw/product/detail?id=10487
芋頭甜湯,福記冷凍食品股份有限公司,點心,,,https://eatender.firdi.org.tw/product/detail?id=10486
木崗雞蛋布蕾,味全食品工業股份有限公司,點心,"['全聯', '頂好', '愛買', '大潤發', '家樂福']",,https://eatender.firdi.org.tw/product/detail?id=13262
植物奶優格-原味,御食股份有限公司,點心,"['台灣好農超值市集(民生店)', '台灣好農', 'MOMO']",,https://eatender.firdi.org.tw/product/detail?id=13263
味全品味典藏鮮奶酪,味全食品工業股份有限公司,點心,"['全聯', '頂好', '愛買', '大潤發', '家樂福']",,https://eatender.firdi.org.tw/product/detail?id=13261
