1,Medigen Vaccine Biologics (高端疫苗),10292.43,32663.4
2,GlycoNex Inc. (醣聯),2488.01,1338
3,Medeon (益安),1652.45,19054.4
4,EBM Technologies (商之器),662.35,21205.5
7,Medigen Biotechnology (基亞),161.08,48471
9,SynCoreBio (杏國),156.17,336.1
10,Ever Supreme Biotechnology (長聖生技),152.4,12365.5
13,Swissray (欣大健康),82.21,5606.5
14,Senhwa Bioscience (生華科),66.67,25
16,Onyx Healthcare (醫揚),53.4,41920.8
17,Intech Biopharm (益得),52.4,1117.4
19,Welgene Biotech (威健生技),48.94,7195.5
